"biz_rest.business_id" "biz_rest.state" "biz_rest.name" "biz_rest.stars" "biz_rest.longitude" "biz_rest.latitude" "biz_rest.attributes.RestaurantsTakeOut" "biz_rest.attributes.RestaurantsReservations" "biz_rest.attributes.WiFi" "biz_rest.attributes.Caters" "biz_rest.review_count" "biz_rest.hours.Monday" "biz_rest.hours.Tuesday" "biz_rest.hours.Wednesday" "biz_rest.hours.Thursday" "biz_rest.hours.Friday" "biz_rest.hours.Saturday" "biz_rest.hours.Sunday" "num_checkins"
"126326" "xxcGx-mGyGx8mTkYPHBJtA" "NV" "Festival Buffet" 2.5 -115.010181098 36.0320227724 FALSE FALSE "free" FALSE 63 "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-21:00" "8:00-21:00" "8:00-21:00" 701
"126330" "XxDjuiNzGxBiTasXOEx13g" "ON" "Aji Sai Plus Resto Lounge" 2.5 -79.3857764 43.6678289 TRUE TRUE "free" FALSE 72 "11:30-22:00" "11:30-22:00" "11:30-22:00" "11:30-22:00" "11:30-22:00" "11:30-22:00" "11:30-22:00" 254
"126331" "xxelcbat6roueQvnk3TRmA" "AZ" "Barrel Grill & Modern Saloon" 3.5 -112.236959 33.627221 TRUE TRUE "free" FALSE 137 "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-1:00" "11:00-1:00" "11:00-23:00" 315
"126345" "xXhflOhlRCh5d9ASabHEpA" "OH" "Chipotle Mexican Grill" 2 -81.6163494 41.4094782 TRUE FALSE "no" TRUE 15 "10:45-22:00" "10:45-22:00" "10:45-22:00" "10:45-22:00" "10:45-22:00" "10:45-22:00" "10:45-22:00" 7
"126370" "XxnQKE9jTD0bTE3LZ5NOtQ" "WI" "Alchemy" 4 -89.3553898 43.0924336 TRUE FALSE "free" FALSE 259 "11:30-0:00" "11:30-0:00" "11:30-0:00" "11:30-0:00" "11:30-1:00" "11:30-1:00" "11:30-0:00" 646
"126372" "xxo0GsAFxQzUGStmCG6jWw" "AZ" "Genghis Grill" 3.5 -111.9052063 33.4324152 TRUE FALSE "free" TRUE 306 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-23:00" "11:00-23:00" "11:00-22:00" 1426
"126402" "XXW_OFaYQkkGOGniujZFHg" "NV" "The Peppermill Restaurant & Fireside Lounge" 4 -115.163094755 36.1336673317 TRUE FALSE "free" FALSE 2518 "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" 8800
"126405" "XxX2LZ2o9p9Wlq7noOcfNg" "NC" "Port City Club" 3.5 -80.8934640688 35.4644316592 TRUE TRUE "free" TRUE 154 "11:30-22:00" "11:30-22:00" "11:30-22:00" "11:30-22:00" "11:30-23:30" "11:30-23:30" "11:30-21:00" 253
"126406" "XXXb0ANM2vU37VnAAZvlVQ" "ON" "Pizza Pizza" 2.5 -79.3282520771 43.6709952312 TRUE FALSE "no" TRUE 3 "11:00-2:00" "11:00-2:00" "11:00-2:00" "11:00-3:00" "11:00-3:00" "11:00-3:00" "11:00-2:00" 75
"126408" "XxXmyN3tlroRQ1SOoSXHAA" "AZ" "Rosita's Fine Mexican Food" 3.5 -111.8780245 33.3626731 TRUE TRUE "free" TRUE 94 "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-22:00" "11:00-22:00" "11:00-21:00" 306
"126414" "Xxz0qN2tdBaqMT7WVdg4yQ" "OH" "Denny's" 2.5 -81.3658992987 41.6590021038 TRUE FALSE "free" FALSE 11 "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" 46
"126425" "XY0EnXHhMwmHpG7Pp1rU3w" "ON" "Aroma Espresso Bar" 3 -79.380044 43.653714 TRUE FALSE "free" FALSE 16 "8:00-21:30" "8:00-21:30" "8:00-21:30" "8:00-21:30" "8:00-21:30" "8:30-21:30" "10:00-19:00" 65
"126429" "XY4IB8UI5-LBh03jCgBrWg" "QC" "Déjeuner Inc." 3 -73.8479341 45.487442 TRUE TRUE "free" TRUE 19 "6:00-15:00" "6:00-15:00" "6:00-15:00" "6:00-15:00" "6:00-15:00" "6:00-16:00" "7:00-16:00" 27
"126434" "xY5uR_HCwkdAX3ZLkyjZZQ" "AZ" "Rosati's Pizza Sports Pub" 3 -111.868780844 33.4331241538 TRUE TRUE "no" TRUE 72 "10:00-23:00" "10:00-23:00" "10:00-23:00" "10:00-23:00" "10:00-23:00" "10:00-23:00" "10:00-23:00" 84
"126441" "Xy8R4AnLP3LxwFIYoPfhJg" "NV" "PT's Ranch" 3 -115.278783627 36.0714188287 TRUE FALSE "free" FALSE 39 "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" 107
"126446" "xyAbFNEIFSy_OKNptyzCmg" "ON" "Reds Midtown Tavern" 3.5 -79.3828256 43.659257 TRUE TRUE "free" FALSE 144 "11:30-1:00" "11:30-1:00" "11:30-1:00" "11:30-2:00" "11:30-2:00" "11:30-2:00" "11:30-1:00" 334
"126447" "XyaOCULIHZjssQoM-FJLpA" "AZ" "Hubbly Bubbly Hookah Bar & Lounge" 2.5 -111.909038 33.42786 FALSE FALSE "free" FALSE 33 "18:00-2:00" "18:00-2:00" "18:00-2:00" "18:00-2:00" "18:00-4:00" "18:00-4:00" "18:00-2:00" 57
"126448" "Xyaw8gVBFDdn6rp_NtLhnw" "ON" "Neighbor Wang" 3 -79.3788491 43.6615274 TRUE TRUE "free" FALSE 23 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-21:00" 45
"126459" "xYe-LX3lSKlNS3Wp29_YyA" "ON" "China Palace" 3 -79.6299327 43.7141173 TRUE FALSE "no" TRUE 20 "11:30-22:00" "11:30-22:00" "11:30-22:00" "11:30-22:00" "11:30-23:00" "11:30-23:00" "11:30-22:00" 35
"126463" "xYeLEIWbG0IBnMGU2mWUBg" "ON" "Chako" 3.5 -79.294839 43.814281 FALSE TRUE "no" FALSE 174 "11:30-0:00" "11:30-0:00" "11:30-0:00" "11:30-0:00" "11:30-0:00" "11:30-0:00" "11:30-0:00" 252
"126477" "XYIPXJ9parr9FtvvcGI1SA" "ON" "GB Hand-pulled Noodles" 4.5 -79.3837473 43.6566411 TRUE FALSE "no" FALSE 129 "10:30-22:30" "10:30-22:30" "10:30-22:30" "10:30-22:30" "10:30-22:30" "10:30-22:30" "10:30-22:30" 165
"126485" "xyKWm6ZpH__WKDFA9XUIIg" "QC" "Le Viet Sandwich" 3 -73.5664741 45.5067878 TRUE FALSE "free" TRUE 26 "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-22:00" "11:00-22:00" "12:00-21:00" "12:00-21:00" 40
"126495" "XYmTwXGeDhB5Ol3rpO7mmg" "OH" "Hyde Park Prime Steakhouse" 4 -81.9520721 41.4604022 TRUE TRUE "no" TRUE 41 "17:00-21:30" "17:00-21:30" "17:00-21:30" "17:00-21:30" "17:00-22:00" "17:00-22:00" "17:00-20:00" 70
"126507" "xYonRlhqbwdHLhPs1PLdCg" "NV" "Paradise India" 4 -115.2687306 36.142544 TRUE TRUE "no" TRUE 90 "11:30-21:00" "11:30-21:00" "11:30-21:00" "11:30-21:00" "11:30-21:30" "11:30-21:30" "11:30-21:00" 109
"126515" "xyrQByVfX47bstcmP_k1BA" "AZ" "Mariscos Camaron Pela'o" 4.5 -112.0109667 33.4652069 TRUE TRUE "free" TRUE 14 "9:00-21:00" "9:00-21:00" "9:00-21:00" "9:00-21:00" "9:00-22:00" "9:00-22:00" "9:00-21:00" 15
"126517" "xYS_Y37c6xtUEagmbuZEUQ" "BW" "Mauritius" 2 9.0106633146 48.6889246362 TRUE TRUE "free" FALSE 4 "11:00-0:00" "11:00-0:00" "11:00-0:00" "11:00-0:00" "11:00-2:00" "15:00-2:00" "12:00-0:00" 7
"126556" "xZ0xr-DrgXAccoU3a-SB-g" "QC" "Paname" 3 -73.6148045585 45.5379748292 TRUE FALSE "no" FALSE 6 "11:30-22:00" "11:30-22:00" "11:30-22:00" "11:30-22:00" "14:00-22:30" "12:00-22:30" "12:00-22:30" 4
"126565" "Xz3ClYYqk5rCzUaWYybYOQ" "NV" "Hacienda Del Rey" 4 -115.137903 36.13884 TRUE TRUE "no" TRUE 38 "10:30-22:00" "10:30-22:00" "10:30-22:00" "10:30-0:00" "10:30-0:00" "10:30-0:00" "10:30-0:00" 65
"126574" "XZ6cTNYjdO0MzqLqT9EMyw" "SC" "Tega Cay Gourmet Deli" 4.5 -80.9918522 35.0474652 TRUE FALSE "paid" TRUE 54 "7:00-15:00" "7:00-15:00" "7:00-15:00" "7:00-15:00" "7:00-15:00" "7:00-15:00" "8:00-14:00" 67
"126576" "XZ7eQLjyGXf6y69UT4SGhg" "NV" "Cafe Breizh" 4.5 -115.2979728 36.1250753 TRUE FALSE "free" FALSE 141 "7:00-19:00" "7:00-19:00" "7:00-19:00" "7:00-19:00" "7:00-19:00" "7:00-19:00" "7:00-19:00" 293
"126582" "XZ9Rpc3i-TlXzBQM5fPKwQ" "ON" "B'saha Restaurant" 4.5 -79.4140173 43.6550081 TRUE TRUE "free" TRUE 24 "17:00-22:00" "17:00-22:00" "17:00-22:00" "17:00-23:00" "17:00-23:00" "17:00-23:00" "12:00-20:00" 25
"126588" "XzbKe4I0dfKAFt9LSLX3xw" "ON" "Terra Restaurants" 4 -79.4263518 43.8278022 FALSE TRUE "no" TRUE 62 "18:00-1:30" "18:00-1:30" "18:00-1:30" "18:00-1:30" "18:00-1:30" "18:00-1:30" "17:00-23:00" 83
"126590" "XZbuPXdyA0ZtTu3AzqtQhg" "NV" "Mesa Grill" 4 -115.174792707 36.1171245659 FALSE TRUE "no" FALSE 2909 "17:00-23:00" "17:00-23:00" "17:00-23:00" "17:00-23:00" "17:00-23:00" "17:00-23:00" "17:00-23:00" 5297
"126596" "xZcy6M1gi478O0lJMcA72g" "AZ" "Goodcents Deli Fresh Subs" 4 -112.4143796 33.6250466 TRUE FALSE "free" TRUE 57 "10:00-21:00" "10:00-21:00" "10:00-21:00" "10:00-21:00" "10:00-21:00" "10:00-21:00" "10:00-21:00" 109
"126602" "xZeMt4Vg-P9PTyLgCe5phg" "AZ" "Bellagio Pizzeria" 3.5 -111.73215 33.451236 TRUE TRUE "free" TRUE 77 "10:00-21:00" "10:00-21:00" "10:00-21:00" "10:00-21:00" "10:00-22:00" "10:00-22:00" "11:00-20:00" 302
"126605" "xzF47YDO44Dv5sa5bedPdg" "ON" "Das Gasthaus" 3 -79.3580797 43.6762015 TRUE TRUE "free" TRUE 34 "16:00-0:00" "16:00-0:00" "16:00-0:00" "11:30-0:00" "11:30-2:00" "11:30-2:00" "11:30-0:00" 29
"126611" "xZfPdAYeimiruXuGR4nSUA" "PA" "East End Food Co-Op" 4 -79.8954753 40.4481991 TRUE FALSE "free" FALSE 91 "8:00-21:00" "8:00-21:00" "8:00-21:00" "8:00-21:00" "8:00-21:00" "8:00-21:00" "8:00-21:00" 776
"126613" "xzGe1EkD9FJH0dN7QnyqBQ" "OH" "El Campesino" 3.5 -81.404101 41.155315 TRUE FALSE "no" FALSE 66 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "10:00-22:30" "12:00-22:30" "12:00-21:00" 159
"126616" "Xzgs7Y0t-EpbFdvK6in3Ew" "QC" "Peking Garden" 3 -73.6289592 45.4842655 TRUE TRUE "no" FALSE 13 "11:00-22:30" "11:00-22:30" "11:00-22:30" "11:00-22:30" "11:00-22:30" "11:30-23:00" "11:30-22:30" 16
"126622" "xZhNZb01n9b4e2X7bZdoVQ" "AZ" "Mi Patio" 4 -112.0830342 33.4874748 TRUE TRUE "free" TRUE 477 "10:00-22:00" "10:00-22:00" "10:00-22:00" "10:00-22:00" "10:00-22:00" "10:00-22:00" "10:00-22:00" 1449
"126623" "xZI4oZTFO3S4DSUjjlxgFg" "ON" "Watts Restaurant" 2.5 -79.2991712 43.7237816 TRUE TRUE "no" TRUE 9 "8:00-23:00" "8:00-23:00" "8:00-23:00" "8:00-23:00" "8:00-23:00" "8:00-23:00" "8:00-23:00" 9
"126625" "xzj6q131hJE59tBkhe3Gag" "AZ" "Crazy Jim's" 4 -112.0910715 33.4943622 TRUE TRUE "free" TRUE 170 "10:30-21:00" "10:30-21:00" "10:30-21:00" "10:30-21:00" "10:30-21:00" "10:30-21:00" "11:00-19:00" 380
"126645" "xzQn9smeOhgqCH-S-K-lgg" "OH" "Romano's Macaroni Grill" 2.5 -81.8170315 41.3102389 TRUE TRUE "free" TRUE 40 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-23:00" "11:00-23:00" "11:00-22:00" 89
"126650" "xzQzJTu47vNCYlpB8jdMaw" "OH" "George's  Kitchen" 4.5 -81.783099 41.464958 TRUE FALSE "no" FALSE 159 "6:00-22:00" "6:00-22:00" "6:00-22:00" "6:00-22:00" "6:00-22:00" "6:00-22:00" "6:00-22:00" 357
"126652" "xzR3J-4vpt6K4ZHr8nQLCA" "PA" "Archie's" 3.5 -79.9718039 40.4280178 TRUE FALSE "no" FALSE 45 "17:00-0:00" "17:00-0:00" "17:00-0:00" "17:00-2:00" "17:00-2:00" "12:00-2:00" "12:00-20:00" 136
"126679" "XZxJ4fG-4a3PP9VP5jvDWw" "ON" "Mother India" 4 -79.4362988061 43.6407852322 TRUE FALSE "no" FALSE 165 "11:30-22:00" "11:30-22:00" "11:30-22:00" "11:30-22:00" "11:30-22:00" "12:00-22:00" "12:00-22:00" 194
"126682" "XZz0GiCXjB1RhU_sx371MQ" "QC" "Cafe Imagination" 4 -73.5730421 45.4961799 TRUE TRUE "free" TRUE 20 "7:00-15:00" "7:00-15:00" "7:00-15:00" "7:00-15:00" "7:00-15:00" "7:30-13:00" "7:30-13:00" 28
"126702" "y-Iw6dZflNix4BdwIyTNGA" "ON" "Indie Ale House" 4 -79.4652382136 43.6654413783 FALSE TRUE "no" FALSE 206 "17:00-1:00" "12:00-1:00" "12:00-1:00" "12:00-1:00" "12:00-2:00" "12:00-2:00" "11:00-23:00" 356
"126703" "Y-j6rMW97usezKAs9Usuew" "NV" "Du-Pars Restaurant and Bakery" 2.5 -115.2913032 36.1691108 TRUE FALSE "free" FALSE 131 "4:00-3:59" "4:00-3:59" "4:00-3:59" "4:00-3:59" "4:00-3:59" "4:00-3:59" "4:00-3:59" 145
"126710" "Y-MA4VmgoY2A3Jfasxpn1w" "ON" "Hibachi" 3.5 -79.6864909306 43.4540620869 TRUE TRUE "no" FALSE 29 "11:30-22:00" "11:30-22:00" "11:30-22:00" "11:30-22:00" "11:30-23:00" "12:00-23:00" "12:00-22:00" 30
"126717" "Y-oPVMkxgEsve1sG2iDLXA" "OH" "Citizen Pie" 4.5 -81.5705552082 41.5711347191 TRUE FALSE "no" FALSE 104 "12:00-21:00" "12:00-21:00" "12:00-21:00" "12:00-21:00" "12:00-21:00" "12:00-21:00" "12:00-19:00" 151
"126723" "Y-rCSbMqXWk54bKRAIoyUQ" "IL" "Caffe Paradiso" 3.5 -88.2194085 40.1057373 TRUE FALSE "free" FALSE 88 "7:00-23:00" "7:00-23:00" "7:00-23:00" "7:00-23:00" "7:00-23:00" "7:00-23:00" "7:00-23:00" 225
"126724" "Y-S2LhHefBdnX8VP5Bh_JA" "NV" "Citizens Kitchen and Bar" 3 -115.176646 36.091726 TRUE FALSE "free" FALSE 758 "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" 2291
"126725" "y-sRypoTK2L6EuozhEMQzA" "ON" "The Central" 2.5 -79.4121803284 43.664115289 TRUE TRUE "free" TRUE 41 "17:00-2:00" "17:00-2:00" "17:00-2:00" "17:00-2:00" "17:00-2:00" "11:00-2:00" "11:00-2:00" 113
"126732" "y-ytZFbfRWvYma9P4g7AYA" "NV" "Fresh Cup" 4 -115.225189209 36.1266479492 TRUE FALSE "free" FALSE 125 "10:00-22:00" "10:00-22:00" "10:00-22:00" "10:00-22:00" "10:00-23:00" "10:00-23:00" "10:00-22:00" 1912
"126749" "Y_9f9tzVRaXjfT9Fa5_W9A" "AZ" "Uberrito" 3.5 -111.987249571 33.4942749707 TRUE FALSE "no" TRUE 68 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-21:00" 130
"126759" "Y_IdXaaFzRr13kai9vfqgQ" "ON" "YAYA Leslieville" 3.5 -79.3318011357 43.6629883529 TRUE TRUE "free" TRUE 27 "10:00-15:00" "8:00-16:00" "8:00-16:00" "8:00-16:00" "8:00-16:00" "8:00-16:00" "8:00-16:00" 32
"126761" "Y_jBZDRBdILqIUMqiTHgkQ" "ON" "California Restaurant & Tavern" 4 -79.3475122 43.6859324 TRUE TRUE "free" TRUE 6 "11:00-2:00" "11:00-2:00" "11:00-2:00" "11:00-2:00" "11:00-2:00" "11:00-2:00" "11:00-2:00" 1
"126763" "y_ktxjYF2WJ__IA05ctSBw" "NC" "Sonny's BBQ" 3 -80.785635 35.096098 TRUE FALSE "no" TRUE 36 "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-21:30" "11:00-21:30" "11:00-21:00" 102
"126785" "Y_UdgWtGdmetumEcS3C8bQ" "AZ" "Firehouse Subs" 2.5 -111.9387136 33.3777599 TRUE FALSE "no" TRUE 20 "10:00-21:00" "10:00-21:00" "10:00-21:00" "10:00-21:00" "10:00-21:00" "10:00-21:00" "10:00-21:00" 27
"126806" "Y07qIurPKiUJDnTZWxZN2A" "NV" "Bistro Buffet" 3 -115.195433 36.115137 FALSE FALSE "no" FALSE 434 "7:00-22:00" "7:00-22:00" "7:00-22:00" "7:00-22:00" "7:00-23:00" "7:00-23:00" "0:00-0:00" 962
"126838" "Y0T8dk93Fl_4k_BXQPVWdw" "NV" "Panda Express" 2.5 -115.102291 36.115602 TRUE FALSE "free" TRUE 14 "10:00-22:00" "10:00-22:00" "10:00-22:00" "10:00-22:00" "10:00-22:30" "10:00-22:00" "11:00-21:00" 123
"126849" "y0x795PyDX8JL_oyIaTUiQ" "NV" "Blueberry Hill Family Restaurant" 3.5 -115.2076923 36.1564277 TRUE FALSE "no" FALSE 376 "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" 1641
"126853" "y0YM6nQcrBKwg59bv1YzBw" "QC" "Wok Café" 3.5 -73.8000666268 45.4865075695 TRUE FALSE "no" FALSE 14 "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" 11
"126859" "Y1-nbySEHec051ix7beSGw" "AZ" "Ground Control" 3 -112.358767 33.507094 TRUE FALSE "free" FALSE 332 "6:30-21:00" "6:30-22:00" "6:30-22:00" "6:30-22:00" "6:30-0:00" "7:00-0:00" "8:00-21:00" 731
"126866" "y166Ve7c7y2EnnePytr71Q" "ON" "1915 Lan Zhou Ramen" 3.5 -79.3867961531 43.654996395 TRUE FALSE "free" FALSE 42 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" 84
"126867" "y19xFolCozaRA-gGmHwkQA" "PA" "Aladdin's Eatery" 4 -79.8873629 40.487933 TRUE TRUE "free" TRUE 54 "11:00-21:30" "11:00-21:30" "11:00-21:30" "11:00-21:30" "11:00-22:00" "11:00-22:00" "11:00-21:00" 261
"126874" "Y1DQ30PJO3ITEceJUAF0PA" "ON" "Panago Pizza" 3 -79.6790648097 43.4572229244 TRUE FALSE "no" FALSE 4 "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-0:00" "11:00-0:00" "11:00-23:00" 9
"126875" "y1eeVRfJa22CCpUCeNfrSw" "NC" "Basil Thai Cuisine" 3.5 -80.8424062 35.2290198 TRUE TRUE "no" FALSE 454 "17:00-22:00" "17:00-22:00" "17:00-22:00" "17:00-22:00" "11:00-14:30" "17:00-23:00" "17:00-22:00" 1006
"126878" "y1esDY2vFyaTMf1YlRT7ZA" "NV" "La Bella Napoli Pizzeria" 4 -115.177495 36.06816 TRUE TRUE "free" TRUE 138 "16:00-22:00" "16:00-22:00" "16:00-22:00" "16:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" 398
"126896" "y1PXa8oQSnEHuL7AmwOP5A" "SC" "Shia Asian Bistro" 4.5 -81.0706768 35.1157307 TRUE TRUE "no" TRUE 47 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-23:00" "12:00-23:00" "12:00-22:00" 121
"126903" "y1uN3Tj97O9u2xCVhJuaLw" "ON" "Red King Kong" 3 -79.3476695 43.84985 TRUE FALSE "no" FALSE 10 "11:30-20:00" "11:00-20:00" "11:00-20:00" "11:00-20:00" "11:00-20:30" "11:00-20:00" "11:00-20:00" 16
"126904" "y1VInN5m3RbHU59kiQbmxA" "AZ" "Asi Es La Vida" 4 -112.0304508 33.4895374 TRUE TRUE "no" TRUE 211 "10:30-21:00" "10:30-21:00" "10:30-21:00" "10:30-21:00" "10:30-22:00" "10:30-22:00" "10:30-21:00" 539
"126905" "Y1WIH4jstH846oWcDnoZLw" "AZ" "Great Wall Chinese Restaurant" 4 -111.720842568 33.3061762584 TRUE FALSE "no" FALSE 133 "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-21:00" 277
"126907" "Y1x-DOdfvlIGxVzDXmd-eg" "OH" "Winking Lizard Tavern" 3.5 -81.690001 41.5046140112 TRUE FALSE "free" FALSE 101 "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-0:00" "11:00-0:00" "11:00-22:00" 348
"126909" "Y1Y5aSg5YUFHkpqUnkydig" "OH" "Applebee's" 2.5 -81.6613333 41.3998444 TRUE FALSE "free" FALSE 15 "11:00-0:00" "11:00-0:00" "11:00-0:00" "11:00-0:00" "11:00-1:00" "11:00-1:00" "11:00-0:00" 82
"126912" "Y1Yprra4ZSyAIMW9Zm75dA" "QC" "Méchant Bœuf Bar & Brasserie" 3.5 -73.5543775 45.5038358 FALSE TRUE "no" FALSE 97 "17:00-1:00" "17:00-1:00" "17:00-3:00" "17:00-3:00" "17:00-3:00" "17:00-3:00" "17:00-1:00" 167
"126924" "Y26ixQb6rpJzdky0WdTjrA" "AZ" "Sonic Drive-In" 2 -112.1679406 33.4655233 TRUE FALSE "no" FALSE 15 "6:00-23:00" "6:00-23:00" "6:00-23:00" "6:00-23:00" "6:00-0:00" "6:00-0:00" "7:00-23:00" 33
"126927" "Y28XY3fko-Sdb9RBBgCDRQ" "OH" "DiBella's Subs" 3.5 -81.4968477 41.4471645 TRUE FALSE "no" TRUE 32 "10:00-21:00" "10:00-21:00" "10:00-21:00" "10:00-21:00" "10:00-22:00" "10:00-22:00" "10:00-21:00" 142
"126940" "y2e1DgIUBlERep7hrKz2-w" "AZ" "Arriba Mexican Grill" 2.5 -111.8916319 33.6253857 TRUE TRUE "free" TRUE 173 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-23:00" "9:00-23:00" "9:00-22:00" 667
"126964" "Y2S3pShEEh_i2UwQ9NfCUg" "NV" "Port of Subs" 3.5 -115.0630867 36.0242993 TRUE FALSE "no" TRUE 13 "9:00-19:00" "9:00-21:00" "9:00-21:00" "9:00-21:00" "9:00-22:00" "9:00-22:00" "9:00-20:00" 123
"126965" "y2SaaWClzB6Pb360V-m98w" "PA" "Driscoll & Sons Cafe" 3 -79.8172407 40.2379879 TRUE TRUE "free" FALSE 26 "10:30-21:00" "10:30-21:30" "10:30-21:30" "10:30-21:30" "10:30-22:00" "8:00-22:00" "8:00-20:00" 34
"126987" "y32M2Hkr7GsUqGG6KwOhZw" "QC" "KINKA IZAKAYA MONTREAL" 4 -73.5788095157 45.4939720356 TRUE TRUE "no" FALSE 191 "17:00-22:30" "17:00-22:30" "17:00-22:30" "17:00-23:30" "17:00-0:30" "17:00-0:30" "17:00-22:30" 304
"127000" "Y3aGrZR8QBlj8C2l7oEvDg" "AZ" "The Vig McCormick" 4 -111.905227192 33.5430724599 TRUE FALSE "free" TRUE 266 "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-0:00" "11:00-1:00" "10:00-1:00" "10:00-23:00" 1142
"127002" "y3bMutme81x4PUhb0zaC_A" "AZ" "Dilly's Deli" 3.5 -111.857826 33.263962 TRUE FALSE "free" TRUE 62 "11:00-20:00" "11:00-20:00" "11:00-20:00" "11:00-20:00" "11:00-20:00" "11:00-20:00" "11:00-16:00" 403
"127009" "y3EkxHO-qPODtzs_D6E7Rw" "NV" "Pearl Ocean" 4 -115.1608924 36.1440868 TRUE TRUE "free" FALSE 107 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-23:00" "11:00-23:00" "10:00-22:00" 225
"127020" "y3LRe-G387Wb8oDKTUD0sQ" "NC" "Brian's Dog House Grill" 3.5 -80.861385 35.409146 TRUE FALSE "free" TRUE 23 "11:00-20:00" "11:00-20:00" "11:00-20:00" "11:00-20:00" "11:00-21:00" "11:00-21:00" "12:00-19:00" 38
"127021" "Y3Mwhwj3TmF7ka552_sY_A" "ON" "General Thai Chinese Cuisine & Vegetarian" 4.5 -79.4687848 44.0067614 TRUE TRUE "free" TRUE 11 "11:30-22:00" "11:30-22:00" "11:30-22:00" "11:30-22:00" "11:30-22:45" "11:30-22:45" "15:30-22:00" 3
"127025" "y3nhGBZagfj3tZe48v0pLA" "NC" "Moe's Southwest Grill" 3 -80.852313 35.054283 TRUE FALSE "free" TRUE 26 "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-21:00" 83
"127028" "y3otpml08iLWdX5RCrWnbA" "AZ" "Ricardo's Mexican Food" 4 -112.1867836 33.666682 TRUE TRUE "free" TRUE 71 "7:00-21:00" "7:00-21:00" "7:00-21:00" "7:00-21:00" "7:00-21:00" "7:00-21:00" "8:00-21:00" 124
"127043" "Y3vtXQz3zPc5AVyUAsAj5Q" "NC" "Pho Real Vietnamese Restaurant and Bar" 4 -80.7477477 35.302143 TRUE FALSE "free" FALSE 212 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-23:00" "11:00-23:00" "11:00-21:00" 714
"127059" "Y441_3bKYom62PQWhG_5Gg" "AZ" "Waffle House" 3.5 -111.7212131 33.4515084 TRUE FALSE "no" FALSE 21 "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" 124
"127079" "y4ETe3DkcIjjr_eyeg5U5g" "NV" "Cornish Pasty" 4.5 -115.152920932 36.1586573241 TRUE FALSE "free" TRUE 654 "11:00-2:00" "11:00-2:00" "11:00-2:00" "11:00-2:00" "11:00-2:00" "11:00-2:00" "11:00-2:00" 2690
"127087" "y4jBVV_r8sVnz0WBEQrvMQ" "NV" "Pete Rose Sports Bar And Grill" 3.5 -115.1721927 36.1068162 TRUE TRUE "no" TRUE 70 "7:00-23:00" "7:00-23:00" "7:00-23:00" "7:00-23:00" "7:00-1:45" "7:00-2:00" "7:00-23:00" 161
"127141" "Y5ADR4UCC2_ZMHbQsLJEPw" "ON" "Shoeless Joe's" 3 -79.4254667 43.6391683 TRUE TRUE "free" FALSE 44 "11:00-0:00" "11:00-0:00" "11:00-0:00" "11:00-0:00" "11:00-2:00" "11:00-2:00" "11:00-0:00" 65
